,Person ID,Region,Residence Type,Family Composition,Population Base,Sex,Age,Marital Status,Student,Country of Birth,Health,Ethnic Group,Religion,Economic Activity,Occupation,Industry,Hours worked per week,Approximated Social Grade
400971,7808993,E12000005,H,3,1,1,2,1,2,1,1,1,2,3,7,4,-9,2
425047,7827343,E12000003,H,2,1,2,5,2,2,1,1,1,2,1,3,8,3,2
32666,7425567,E12000004,H,2,1,1,4,2,2,1,2,1,1,1,9,8,3,4
538510,7937691,W92000004,H,2,1,2,6,2,2,1,1,1,2,1,9,4,1,4
111122,7503994,E12000009,H,3,1,2,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
18417,7415348,E12000003,H,2,1,1,5,2,2,1,1,1,2,1,1,4,3,1
250410,7649415,E12000006,H,2,1,1,6,2,2,1,3,1,2,5,1,2,-9,1
365664,7767924,E12000002,H,1,1,1,6,4,2,1,3,1,9,9,9,5,-9,4
435789,7841452,E12000003,H,1,1,2,8,5,2,1,3,1,2,1,3,12,1,2
513107,7919761,E12000007,H,3,1,1,3,1,2,2,2,1,2,1,2,8,4,1
46564,7447729,E12000009,H,2,1,1,6,2,2,1,3,1,2,1,4,9,3,2
284426,7688014,E12000005,H,2,1,1,3,1,2,1,1,1,9,1,4,6,3,2
18995,7413314,E12000003,H,2,1,1,7,2,2,1,3,1,9,5,6,5,-9,4
351291,7753514,E12000002,H,3,1,2,1,1,1,1,1,1,9,-9,-9,-9,-9,-9
223017,7618848,E12000002,H,2,1,2,7,2,2,1,2,1,9,5,2,10,-9,2
567702,7523283,E12000006,C,-9,1,1,2,1,1,1,2,3,9,6,-9,-9,-9,-9
135992,7535453,E12000004,H,2,1,1,4,2,2,1,2,1,1,3,6,11,-9,4
173908,7574683,E12000009,H,2,1,1,1,1,2,1,1,1,2,-9,-9,-9,-9,-9
552515,7949026,W92000004,H,2,1,2,2,1,2,1,1,1,1,1,6,12,3,3
39184,7438069,E12000009,H,1,1,1,3,1,2,2,2,4,2,1,9,11,3,4
482353,7886602,E12000007,H,1,1,2,5,1,2,2,2,3,9,1,9,10,4,4
335235,7735599,E12000002,H,5,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
341129,7740836,E12000002,H,2,1,2,2,1,2,1,1,1,1,1,7,12,3,2
512753,7920133,E12000007,H,2,1,1,5,2,2,2,2,3,1,1,3,8,4,1
276937,7677817,E12000008,H,2,1,1,4,2,2,1,1,1,1,1,1,8,3,2
433556,7834598,E12000003,H,1,1,2,6,4,2,2,4,3,6,5,-9,-9,-9,4
486481,7893061,E12000007,H,2,1,1,1,1,1,1,1,3,7,-9,-9,-9,-9,-9
285925,7687178,E12000005,H,2,1,1,5,2,2,1,1,1,9,1,2,11,3,2
341073,7739477,E12000002,H,1,1,1,3,1,2,1,1,1,2,1,1,9,3,2
445339,7851034,E12000007,H,2,1,1,6,2,2,1,2,1,2,1,9,8,3,4
441569,7840441,E12000003,H,2,1,1,6,2,2,1,1,1,2,5,1,7,-9,3
287197,7686037,E12000009,H,2,1,2,2,1,1,1,1,1,1,6,9,5,-9,2
250948,7649482,E12000006,H,2,1,1,5,2,2,1,1,1,2,2,5,1,4,3
457578,7863765,E12000007,H,3,1,1,2,1,2,1,1,1,1,2,5,3,3,3
440156,7843787,E12000003,H,1,1,1,2,1,2,1,2,1,1,1,2,6,3,1
94333,7490426,E12000001,H,2,1,2,5,2,2,1,2,1,2,1,8,11,3,4
88789,7485611,E12000001,H,2,1,1,3,2,2,1,1,1,9,2,9,8,2,4
518260,7921409,E12000007,H,2,1,1,6,2,2,2,2,1,2,1,1,6,1,1
263595,7666214,E12000003,H,5,1,2,3,1,2,1,1,1,2,1,4,8,3,2
393153,7796996,E12000001,H,5,1,2,2,1,2,1,2,1,2,1,7,4,2,4
501521,7904158,E12000007,H,6,1,2,5,1,2,2,1,1,2,1,9,10,1,4
345471,7744695,E12000002,H,2,1,2,5,2,2,1,1,1,2,2,3,10,2,2
254555,7656170,E12000004,H,5,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
347567,7751421,E12000002,H,5,1,1,2,1,2,1,1,1,1,1,3,8,3,2
315488,7715936,E12000005,H,2,1,1,3,2,2,1,2,1,1,2,1,8,4,1
541916,7949066,W92000004,H,2,1,1,5,2,2,1,1,1,1,1,6,6,2,3
428903,7827379,E12000003,H,2,1,1,2,1,2,1,1,1,2,1,2,3,3,1
144934,7542108,E12000009,H,2,1,1,6,2,2,1,2,1,1,1,2,7,3,1
262444,7663533,E12000003,H,2,1,1,7,2,2,1,1,1,2,2,5,1,4,3
222618,7621202,E12000002,H,2,1,2,5,2,2,2,1,1,2,1,2,11,3,2
149484,7546767,E12000009,H,2,1,2,6,2,2,1,2,1,2,5,7,8,-9,4
226811,7626125,E12000002,H,2,1,1,5,2,2,1,2,1,2,2,1,6,4,1
220018,7621083,E12000002,H,2,1,1,6,2,2,1,2,1,2,1,2,6,3,1
158623,7558244,E12000008,H,3,1,2,3,1,2,1,2,1,2,7,9,5,-9,3
193619,7592625,E12000006,H,2,1,1,4,2,2,1,1,1,1,3,8,8,-9,2
401807,7802316,E12000005,H,5,1,2,3,1,2,1,2,3,6,1,9,8,3,3
340300,7742487,E12000002,H,1,1,2,2,1,1,1,2,1,2,6,-9,-9,-9,2
7599,7402299,E12000002,H,3,1,2,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
299890,7698093,E12000006,H,2,1,2,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
540334,7940931,W92000004,H,2,1,2,3,1,2,1,1,1,2,1,2,12,3,1
310706,7711902,E12000008,H,2,1,2,7,2,2,1,3,1,2,5,7,4,-9,1
250466,7650530,E12000006,H,2,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
524352,7928303,E12000007,H,-9,3,1,3,1,2,2,2,1,2,1,5,4,3,-9
242217,7640663,E12000004,H,2,1,1,4,2,2,1,1,1,2,1,5,6,3,3
223654,7621024,E12000002,H,2,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
378697,7781946,E12000003,H,3,1,2,1,1,2,1,2,1,2,-9,-9,-9,-9,-9
486422,7888597,E12000007,H,1,1,2,8,5,2,1,3,1,2,5,8,2,-9,4
185194,7580363,E12000008,H,5,1,1,2,1,1,1,2,1,1,4,9,4,1,2
504169,7907847,E12000007,H,1,1,1,5,1,2,1,1,1,2,1,1,2,4,1
82293,7477702,E12000008,H,2,1,2,4,2,2,1,2,1,2,1,9,4,3,4
189672,7588652,E12000008,H,1,1,1,4,1,2,1,2,1,9,2,5,5,3,3
234540,7636029,E12000004,H,2,1,1,6,2,2,1,1,1,2,1,3,7,3,1
33094,7426235,E12000004,H,5,1,2,6,5,2,2,2,3,6,7,-9,-9,-9,4
530354,7934090,W92000004,H,1,1,2,3,1,2,1,1,1,9,1,4,3,1,2
82480,7471254,E12000008,H,2,1,1,5,2,2,1,2,1,1,1,1,4,3,1
153276,7551470,E12000009,H,2,1,2,4,2,2,1,1,1,2,3,9,5,-9,2
254035,7656065,E12000004,H,2,1,2,4,2,2,1,1,1,2,7,7,4,-9,3
563122,7742906,E12000002,C,-9,1,1,2,1,1,1,3,1,1,4,-9,-9,-9,-9
252261,7645433,E12000006,H,2,1,1,3,2,2,1,1,1,2,1,3,9,3,2
383860,7783798,E12000003,H,2,1,2,5,2,2,1,2,1,2,1,2,11,3,2
125757,7521496,E12000008,H,2,1,2,7,2,2,1,2,1,2,5,4,10,-9,2
5261,7399998,E12000001,H,2,1,2,4,2,2,1,1,1,2,1,2,11,2,2
4321,7398889,E12000001,H,3,1,1,2,1,2,1,4,1,2,8,-9,-9,-9,4
300013,7701166,E12000006,H,3,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
563352,7543487,E12000009,C,-9,1,1,2,1,2,1,2,2,1,9,-9,-9,-9,-9
171785,7569551,E12000006,H,-9,2,1,2,1,1,-9,-9,-9,-9,-9,-9,-9,-9,-9
131742,7531483,E12000002,H,1,1,2,6,1,2,1,2,1,2,5,2,11,-9,2
60224,7454661,E12000006,H,2,1,1,2,1,1,1,1,3,6,6,-9,-9,-9,2
399935,7799922,E12000005,H,2,1,1,5,2,2,2,1,3,6,1,9,5,2,4
138201,7532396,E12000002,H,2,1,1,7,2,2,1,1,1,1,2,1,8,1,2
527039,7928972,E12000007,H,1,1,2,7,4,2,1,2,1,5,1,1,4,2,1
312536,7712475,E12000008,H,1,1,2,5,4,2,1,2,1,9,2,3,12,2,2
349653,7751465,E12000002,H,2,1,2,5,2,2,1,1,1,2,1,6,10,3,3
151490,7548507,E12000009,H,5,1,2,7,4,2,2,2,1,9,2,9,4,2,4
413255,7813495,E12000005,H,6,1,1,4,1,2,2,5,1,2,8,-9,-9,-9,4
357680,7761428,E12000002,H,2,1,2,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
445584,7847567,E12000003,H,6,1,2,2,1,2,1,1,1,1,3,-9,-9,-9,4
434251,7835330,E12000003,H,2,1,1,5,2,2,1,2,1,1,2,5,3,3,3
46643,7444656,E12000009,H,5,1,2,3,4,2,2,1,1,2,1,7,4,2,4
269624,7665744,E12000003,H,2,1,1,2,2,2,1,1,1,2,1,3,7,3,2
495154,7899576,E12000007,H,-9,2,2,2,1,1,-9,-9,-9,-9,-9,-9,-9,-9,-9
323015,7726714,E12000008,H,5,1,2,5,5,2,1,2,1,2,1,2,11,4,2
175435,7573838,E12000009,H,1,1,1,8,3,2,1,2,1,9,5,1,2,-9,2
234626,7632389,E12000004,H,2,1,1,6,2,2,1,1,1,2,1,1,3,3,1
488226,7894077,E12000007,H,2,1,2,1,1,1,2,1,1,2,-9,-9,-9,-9,-9
43563,7436463,E12000009,H,2,1,2,7,2,2,1,2,1,2,5,7,4,-9,1
376264,7781278,E12000003,H,5,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
380038,7779199,E12000003,H,2,1,1,2,1,1,2,1,3,6,4,9,5,1,2
518875,7924476,E12000007,H,2,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
443520,7841059,E12000003,H,2,1,1,6,2,2,2,2,3,6,7,5,4,-9,3
45956,7444823,E12000009,H,2,1,1,4,2,2,1,1,1,9,1,2,7,3,1
184825,7583017,E12000008,H,6,1,2,3,1,2,2,1,1,1,1,6,11,3,4
61605,7456529,E12000006,H,2,1,2,1,1,1,2,1,3,6,-9,-9,-9,-9,-9
2997,7397762,E12000001,H,1,1,1,6,1,2,1,3,1,1,5,3,6,-9,2
336335,7736360,E12000002,H,3,1,1,5,4,2,1,2,1,2,2,4,9,4,2
270110,7669156,E12000004,H,5,1,2,4,3,2,1,2,1,2,1,2,11,2,1
246022,7644932,E12000006,H,2,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
63443,7463096,E12000008,H,2,1,1,1,1,1,1,2,2,2,-9,-9,-9,-9,-9
444770,7847347,E12000003,H,1,1,1,3,1,2,1,1,1,1,2,1,6,3,1
73143,7470131,E12000008,H,1,1,1,5,4,2,1,3,1,1,1,2,6,3,1
526644,7930297,E12000007,H,2,1,2,4,2,2,1,1,1,2,1,2,8,2,1
99207,7495453,E12000002,H,2,1,1,4,1,2,1,2,1,9,2,3,12,3,2
355452,7759219,E12000002,H,2,1,1,2,1,2,1,1,1,2,1,4,12,2,2
139353,7538135,E12000004,H,2,1,2,8,2,2,2,5,1,2,5,4,2,-9,2
439519,7838927,E12000003,H,1,1,2,3,3,2,1,2,1,2,1,4,11,3,2
381833,7784468,E12000003,H,3,1,1,5,1,2,1,1,1,1,1,4,11,3,2
158941,7557303,E12000008,H,2,1,1,5,2,2,1,1,1,2,1,1,4,3,1
361708,7764648,E12000002,H,2,1,1,4,2,2,1,1,1,1,1,3,11,3,1
542234,7955332,W92000004,H,3,1,2,3,1,2,1,1,1,1,1,7,9,3,2
340565,7742084,E12000002,H,3,1,2,3,1,2,2,2,1,2,1,9,5,3,4
272554,7673923,E12000004,H,3,1,1,3,1,2,1,1,1,2,1,3,3,3,2
542685,7962039,W92000004,H,5,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
79042,7473759,E12000008,H,2,1,1,2,1,2,1,2,1,1,1,5,5,3,3
232637,7635139,E12000004,H,1,1,2,7,4,2,1,1,1,2,1,4,12,2,2
432612,7835876,E12000003,H,2,1,2,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
246721,7649272,E12000006,H,3,1,1,4,1,2,1,2,1,1,1,6,11,3,4
150000,7546545,E12000009,H,1,1,1,5,1,2,1,2,1,2,2,5,3,3,3
315255,7717062,E12000005,H,3,1,2,2,1,1,1,3,3,6,4,-9,-9,-9,2
295693,7695163,E12000006,H,2,1,1,5,2,2,1,1,1,2,2,5,3,4,3
406626,7811412,E12000005,H,1,1,1,4,2,2,2,1,4,2,8,-9,-9,-9,4
352660,7754254,E12000002,H,2,1,1,6,2,2,1,1,1,2,5,9,8,-9,4
81146,7479346,E12000008,H,2,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
325677,7728288,E12000005,H,1,1,2,8,2,2,1,3,1,2,5,9,11,-9,4
410019,7815435,E12000005,H,2,1,2,2,1,2,1,1,3,6,9,-9,-9,-9,4
165050,7565374,E12000006,H,2,1,1,6,2,2,1,2,1,2,2,8,6,1,4
561720,7705898,E12000008,C,-9,1,1,2,1,1,2,1,1,2,6,-9,-9,-9,-9
529772,7933390,W92000004,H,2,1,2,6,2,2,1,2,1,2,5,7,4,-9,3
269207,7667124,E12000004,H,4,1,2,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
11314,7403065,E12000002,H,6,1,1,3,1,2,1,2,1,9,1,2,7,1,1
10504,7406077,E12000002,H,2,1,2,6,2,2,1,2,1,2,7,7,6,-9,2
401625,7809206,E12000005,H,2,1,1,1,1,1,1,3,3,9,-9,-9,-9,-9,-9
140260,7540992,E12000004,H,3,1,2,3,1,2,1,2,1,2,1,3,11,3,2
410163,7816087,E12000005,H,2,1,2,6,2,2,1,2,1,2,5,4,11,-9,3
379241,7779009,E12000003,H,2,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
401509,7805333,E12000005,H,3,1,1,4,1,2,1,2,1,2,1,3,8,3,2
517163,7920879,E12000007,H,5,1,2,5,1,2,1,2,1,2,7,4,4,-9,1
356521,7757668,E12000002,H,3,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
562458,7693255,E12000005,C,-9,1,2,8,5,2,1,2,1,2,5,-9,-9,-9,-9
390131,7791670,E12000001,H,3,1,2,4,1,2,1,2,1,2,1,6,11,3,4
565268,7742731,E12000002,C,-9,1,2,2,1,1,2,1,1,2,6,-9,-9,-9,-9
563306,7599103,E12000006,C,-9,1,2,8,5,2,1,3,1,9,5,-9,-9,-9,-9
379879,7780687,E12000003,H,2,1,2,6,2,2,1,2,1,2,1,9,8,2,4
364118,7767690,E12000002,H,5,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
176554,7574888,E12000009,H,2,1,2,2,1,1,1,2,1,1,6,-9,-9,-9,2
248879,7645336,E12000006,H,2,1,1,5,2,2,1,2,1,2,1,2,8,4,1
568292,7630475,E12000002,C,-9,1,2,8,5,2,1,3,1,2,5,4,8,-9,-9
74650,7469690,E12000008,H,2,1,2,3,2,2,2,2,1,2,7,9,5,-9,3
221567,7620839,E12000002,H,3,1,2,3,1,2,1,1,1,2,1,2,11,3,2
72225,7467997,E12000008,H,2,1,1,7,2,2,2,2,3,3,9,3,9,-9,2
146175,7544636,E12000009,H,2,1,1,6,2,2,1,2,1,1,5,3,2,-9,2
477741,7884703,E12000007,H,1,1,1,4,1,2,2,3,2,2,2,9,4,3,4
408007,7811746,E12000005,H,2,1,1,4,2,2,1,1,3,7,1,2,6,3,1
92751,7490669,E12000001,H,2,1,1,4,2,2,1,2,1,1,7,8,2,-9,3
529089,7935675,W92000004,H,2,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
260921,7656442,E12000004,H,1,1,2,6,4,2,2,1,4,2,1,2,11,3,2
483416,7889764,E12000007,H,5,1,2,4,4,2,1,1,1,1,2,8,10,2,4
59656,7455993,E12000006,H,2,1,2,4,2,2,1,2,1,2,7,4,6,-9,2
14425,7407550,E12000003,H,2,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
196340,7596975,E12000006,H,3,1,1,1,1,1,1,1,2,2,-9,-9,-9,-9,-9
35435,7431457,E12000005,H,3,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
32976,7427293,E12000004,H,2,1,2,2,1,1,1,2,1,2,4,-9,-9,-9,2
442639,7840039,E12000003,H,2,1,2,2,1,1,1,1,1,1,6,-9,-9,-9,2
197520,7592982,E12000006,H,4,1,1,6,5,2,1,2,1,2,9,8,2,-9,3
196895,7598045,E12000006,H,1,1,1,4,1,2,1,2,1,2,3,9,2,-9,4
333422,7731392,E12000005,H,2,1,1,7,2,2,1,1,1,2,1,7,4,1,4
252970,7652943,E12000006,H,2,1,1,4,2,2,2,2,1,6,7,5,5,-9,1
326471,7728652,E12000005,H,3,1,2,5,4,2,1,1,1,2,1,2,11,3,1
471041,7873413,E12000007,H,5,1,2,2,1,2,1,2,1,2,1,7,4,3,4
461439,7866838,E12000007,H,2,1,1,4,2,2,2,2,3,4,1,1,4,1,1
269427,7666883,E12000004,H,1,1,2,8,4,2,1,3,1,2,5,9,11,-9,4
482576,7888374,E12000007,H,5,1,2,4,1,2,1,1,1,2,1,2,11,3,2
564774,7540135,E12000004,C,-9,3,1,2,1,1,2,1,1,2,6,-9,-9,-9,-9
256093,7655221,E12000004,H,2,1,2,1,1,1,2,1,1,2,-9,-9,-9,-9,-9
569020,7575384,E12000009,C,-9,1,2,2,1,1,1,1,1,1,6,9,5,-9,-9
275472,7675089,E12000008,H,5,1,2,6,3,2,1,2,1,1,1,4,8,3,2
504715,7909335,E12000007,H,2,1,1,1,1,2,1,2,1,1,-9,-9,-9,-9,-9
43352,7437556,E12000009,H,3,1,1,4,1,2,1,1,1,2,2,5,3,3,3
385855,7782821,E12000003,H,3,1,1,3,1,2,1,2,1,1,1,5,3,4,3
242850,7642739,E12000004,H,2,1,1,7,2,2,1,1,1,2,5,3,2,-9,2
331373,7732896,E12000005,H,3,1,1,3,1,2,1,2,1,2,1,9,4,3,3
235858,7631997,E12000004,H,2,1,2,5,2,2,2,3,3,6,1,2,10,4,1
290382,7688777,E12000005,H,3,1,1,1,1,1,1,1,2,2,-9,-9,-9,-9,-9
372224,7772969,E12000002,H,2,1,2,3,2,2,1,4,1,2,1,7,4,2,4
206039,7605146,E12000008,H,3,1,2,2,1,2,1,2,1,1,1,6,11,1,4
361618,7761115,E12000002,H,5,1,2,6,1,2,1,5,1,9,1,6,11,1,4
511209,7914834,E12000007,H,2,1,1,1,1,1,1,1,3,9,-9,-9,-9,-9,-9
515504,7916470,E12000007,H,2,1,2,5,2,2,1,1,1,2,1,3,8,4,2
539936,7943522,W92000004,H,3,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
275842,7676404,E12000008,H,3,1,2,3,1,2,1,1,1,1,1,2,6,3,1
76643,7475017,E12000008,H,2,1,2,1,1,1,2,1,4,2,-9,-9,-9,-9,-9
230245,7628670,E12000002,H,1,1,1,4,1,2,1,3,3,7,8,-9,-9,-9,4
329438,7728425,E12000005,H,2,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
211057,7605805,E12000008,H,3,1,2,2,1,2,1,1,2,2,1,9,5,2,4
562476,7695305,E12000006,C,-9,1,2,8,5,2,1,3,1,2,5,5,2,-9,-9
563338,7549011,E12000009,C,-9,1,1,1,1,1,1,1,1,9,-9,-9,-9,-9,-9
43229,7439424,E12000009,H,2,1,2,3,2,2,1,1,1,1,1,9,11,2,4
381423,7786344,E12000003,H,1,1,2,2,1,1,1,1,1,1,6,7,4,-9,2
367190,7762774,E12000002,H,5,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
24979,7423038,E12000004,H,5,1,2,1,1,1,1,2,3,4,-9,-9,-9,-9,-9
26462,7421322,E12000004,H,2,1,1,8,2,2,1,4,1,2,5,8,2,-9,4
378526,7782441,E12000003,H,3,1,2,2,1,2,1,2,1,2,7,7,4,-9,2
533338,7939812,W92000004,H,2,1,1,8,2,2,1,4,1,2,5,2,10,-9,1
370027,7771495,E12000002,H,2,1,1,4,2,2,1,1,1,2,1,3,6,3,2
494414,7898612,E12000007,H,2,1,1,6,2,1,1,3,1,1,6,9,2,-9,2
515563,7917275,E12000007,H,2,1,1,2,1,1,1,2,1,1,6,-9,-9,-9,2
501454,7907271,E12000007,H,2,1,2,3,2,2,1,1,1,1,1,4,3,3,2
281253,7682282,E12000009,H,5,1,2,2,1,1,1,2,1,1,6,-9,-9,-9,2
66346,7458955,E12000006,H,2,1,1,1,1,2,2,2,1,9,-9,-9,-9,-9,-9
523298,7925801,E12000007,H,1,1,1,3,2,2,2,1,2,4,1,9,4,3,4
189184,7584226,E12000008,H,3,1,2,6,5,2,1,1,1,9,5,9,8,-9,1
234374,7633727,E12000004,H,3,1,2,5,4,2,1,2,1,2,1,9,4,3,4
252212,7644326,E12000006,H,2,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
293087,7696303,E12000006,H,2,1,2,4,2,2,1,2,1,2,7,5,5,-9,4
435024,7835854,E12000003,H,2,1,2,5,2,2,1,1,1,1,1,4,8,3,2
278374,7675456,E12000008,H,2,1,2,3,2,2,1,1,1,1,1,2,2,3,1
266529,7666756,E12000004,H,2,1,2,6,2,2,1,2,1,2,5,7,6,-9,3
428274,7832831,E12000003,H,-9,2,1,2,1,1,-9,-9,-9,-9,-9,-9,-9,-9,-9
207592,7610919,E12000008,H,3,1,1,3,1,2,1,1,1,2,1,1,4,4,2
264435,7665754,E12000003,H,5,1,2,2,1,2,1,1,1,2,1,6,11,3,3
114772,7511337,E12000009,H,2,1,2,5,2,2,2,3,1,2,1,2,10,3,1
529825,7934400,W92000004,H,2,1,1,7,2,2,1,2,1,2,5,1,5,-9,2
395694,7798385,E12000001,H,5,1,2,2,1,1,2,2,1,2,6,-9,-9,-9,2
558739,7623470,E12000002,C,-9,3,2,2,1,1,2,1,3,1,6,-9,-9,-9,-9
187281,7588589,E12000008,H,3,1,2,5,4,2,1,1,1,2,1,5,11,3,3
103254,7496466,E12000002,H,1,1,1,7,5,2,2,2,1,2,5,7,9,-9,2
279997,7683339,E12000009,H,2,1,1,3,2,2,1,2,1,1,1,8,3,3,4
537223,7942255,W92000004,H,2,1,1,4,2,2,1,2,1,2,1,5,3,3,3
507554,7914350,E12000007,H,5,1,1,1,1,1,1,2,3,6,-9,-9,-9,-9,-9
528922,7933527,W92000004,H,5,1,2,6,4,2,1,3,1,9,1,4,8,3,2
364804,7764124,E12000002,H,1,1,1,4,1,2,1,3,1,2,8,9,3,-9,4
414485,7818633,E12000005,H,3,1,1,2,1,2,1,1,1,1,3,-9,-9,-9,2
425152,7831082,E12000003,H,2,1,2,1,1,2,1,2,2,2,-9,-9,-9,-9,-9
18210,7411970,E12000003,H,2,1,2,6,2,2,1,1,1,2,1,2,11,3,2
440667,7839180,E12000003,H,1,1,2,2,1,1,1,1,1,1,6,-9,-9,-9,2
265603,7664282,E12000003,H,-9,2,1,2,1,1,-9,-9,-9,-9,-9,-9,-9,-9,-9
508465,7910438,E12000007,H,2,1,2,1,1,2,1,2,3,6,-9,-9,-9,-9,-9
78845,7471822,E12000008,H,5,1,2,4,3,2,1,2,1,2,2,6,11,1,3
457181,7861288,E12000007,H,1,1,1,6,4,2,1,2,1,2,1,9,4,3,4
403413,7807824,E12000005,H,2,1,2,5,2,2,2,2,3,4,1,3,10,3,2
548902,7959226,W92000004,H,2,1,1,6,2,2,1,3,1,2,8,1,3,-9,2
300192,7703835,E12000008,H,2,1,1,7,2,2,2,2,3,2,1,4,8,2,2
15042,7408813,E12000003,H,-9,2,2,2,1,1,-9,-9,-9,-9,-9,-9,-9,-9,-9
29687,7424840,E12000004,H,2,1,1,4,2,2,1,1,1,2,2,5,3,1,3
543923,7947223,W92000004,H,3,1,1,1,1,2,1,2,1,1,-9,-9,-9,-9,-9
479514,7883169,E12000007,H,1,1,1,3,1,2,1,1,1,2,1,2,10,4,1
469008,7874886,E12000007,H,1,1,2,5,1,2,2,2,5,2,3,9,8,-9,4
505449,7910230,E12000007,H,5,1,2,5,4,1,2,1,4,2,4,2,11,2,2
226619,7627464,E12000002,H,3,1,2,6,4,2,1,1,1,3,1,3,9,3,2
540582,7945108,W92000004,H,5,1,1,1,1,1,1,2,1,1,-9,-9,-9,-9,-9
427832,7829345,E12000003,H,2,1,2,7,2,2,2,3,3,6,5,-9,-9,-9,4
341325,7742397,E12000002,H,2,1,2,1,1,2,1,1,3,6,-9,-9,-9,-9,-9
492008,7898595,E12000007,H,3,1,1,1,1,2,1,1,1,2,-9,-9,-9,-9,-9
177089,7575322,E12000009,H,2,1,2,8,2,2,1,2,1,2,5,3,8,-9,1
527985,7929738,E12000007,H,5,1,2,2,1,2,1,2,1,1,1,4,8,3,2
73202,7471464,E12000008,H,1,1,1,4,4,2,2,2,1,2,1,8,3,3,3
80125,7477272,E12000008,H,3,1,2,2,1,2,2,2,1,1,1,7,4,2,4
123439,7522399,E12000006,H,5,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
324128,7723734,E12000008,H,3,1,2,3,1,2,1,2,1,1,3,4,4,-9,1
261142,7660830,E12000003,H,2,1,1,6,2,2,1,2,1,2,1,5,8,3,3
34505,7428618,E12000005,H,2,1,1,8,2,2,1,3,1,2,1,8,2,1,4
397213,7795284,E12000001,H,5,1,2,2,1,2,1,3,1,9,1,3,8,3,2
189676,7588492,E12000008,H,4,1,1,3,1,2,1,1,1,8,1,6,12,3,2
486946,7889900,E12000007,H,2,1,1,7,2,2,1,4,1,2,5,8,2,-9,2
524900,7932307,E12000007,H,1,1,2,3,1,2,1,2,1,1,1,2,10,3,1
184928,7581272,E12000008,H,2,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
52984,7445354,E12000009,H,2,1,1,7,2,2,1,2,1,2,5,2,10,-9,1
280539,7682893,E12000009,H,1,1,1,4,1,2,1,2,1,9,5,-9,-9,-9,4
487205,7888750,E12000007,H,2,1,1,2,1,2,1,1,1,2,1,5,3,3,3
216933,7615825,E12000008,H,5,1,2,4,1,2,1,2,1,1,1,9,10,2,4
541540,7960352,W92000004,H,2,1,1,7,2,2,1,2,1,2,5,2,10,-9,2
154084,7551850,E12000009,H,2,1,1,6,2,2,1,1,1,9,1,2,10,3,1
113574,7513157,E12000006,H,3,1,1,2,1,2,1,1,1,1,1,5,3,4,3
430189,7830840,E12000003,H,2,1,1,1,1,2,1,1,1,2,-9,-9,-9,-9,-9
240397,7639548,E12000004,H,3,1,1,3,1,2,1,2,1,1,2,9,6,3,3
485718,7888403,E12000007,H,2,1,1,3,4,2,1,2,3,4,1,4,11,3,2
71605,7471197,E12000008,H,2,1,2,7,2,2,1,3,1,2,5,6,8,-9,4
513888,7918764,E12000007,H,2,1,2,6,2,2,1,2,1,2,8,4,4,-9,4
480099,7883588,E12000007,H,4,1,1,6,4,2,1,1,1,1,1,2,10,3,1
116150,7511379,E12000009,H,2,1,2,5,2,2,1,2,1,2,7,7,4,-9,1
551576,7949714,W92000004,H,3,1,2,5,4,2,1,2,1,9,3,4,8,-9,2
259977,7659679,E12000004,H,1,1,1,8,5,2,1,3,1,2,5,9,2,-9,4
522981,7927252,E12000007,H,5,1,1,2,1,2,1,1,4,2,1,2,3,3,1
209026,7606966,E12000008,H,3,1,2,8,4,2,1,2,1,2,5,9,11,-9,4
327206,7730490,E12000005,H,3,1,1,4,1,2,1,1,1,9,7,5,2,-9,1
